permno,comnam
15131.0,ARTEL COMMUNICATIONS CORP
15132.0,HISTOGENICS CORP
15133.0,JAMES RIVER GROUP HLDS LTD
15134.0,JUNO THERAPEUTICS INC
15135.0,MOMO INC
15136.0,NUVEEN NASDAQ 100 DYN OVERWR FD
15137.0,TRILLIUM THERAPEUTICS INC
15138.0,E T F SERIES SOLUTIONS
15139.0,VIPER ENERGY PARTNERS LP
15140.0,LANDMARK INFRA PARTNERS LP
15141.0,GULF COAST ULTRA DEEP ROYALTY T
15142.0,URBAN EDGE PROPERTIES
15144.0,NEW PATRIOT TRANSPORT HLDG INC
15144.0,PATRIOT TRANSPORT HLDG INC NEW
15145.0,BOX INC
15146.0,DIREXION SHARES E T F TRUST
15147.0,DIREXION SHARES E T F TRUST
15148.0,DIREXION SHARES E T F TRUST
15149.0,VANADIUM CORP AMER
15150.0,DIREXION SHARES E T F TRUST
15151.0,E T F SERIES SOLUTIONS
15152.0,E T F S TRUST
15153.0,E T F S TRUST
15154.0,E T F S TRUST
15155.0,E T F S TRUST
15156.0,F Q F TRUST
15157.0,VAN RAALTE CO
15158.0,ARTEX HOBBY PRODS INC
15159.0,INFRAREIT INC
15160.0,ISHARES INC
15161.0,ISHARES TRUST
15162.0,ISHARES TRUST
15163.0,J P MORGAN E T F TRUST
15164.0,PATRIOT NATIONAL INC
15165.0,VIRGINIA CAROLINA CHEM CORP
15166.0,ARTISTIC GREETINGS INC
15167.0,SHAKE SHACK INC
15168.0,VISTA OUTDOOR INC
15169.0,EURONAV N V
15170.0,KENON HOLDINGS LTD
15171.0,ASCENDIS PHARMA A S
15172.0,AVINGER INC
15173.0,VIRGINIA IRON COAL & COKE CO
15174.0,ARTKO CORP
15175.0,C B PHARMA ACQUISITION CORP
15175.0,ORIGO ACQUISITION CORP
15176.0,ENTELLUS MEDICAL INC
15177.0,FLEX PHARMA INC
15178.0,FIRST NORTHWEST BANCORP
15180.0,COUNTY BANCORP INC
15181.0,PRESBIA PLC
15182.0,ARTS & LEISURE CORP
15183.0,SPARK THERAPEUTICS INC
15184.0,TRACON PHARMACEUTICALS INC
15186.0,VUZIX CORP
15187.0,ZOSANO PHARMA CORP
15188.0,ATLAS ENERGY GROUP LLC
15189.0,ADVISORSHARES TRUST
15190.0,ARROW INVESTMENTS TRUST
15191.0,CLAYMORE E T F TRUST 2
15192.0,COLUMBIA PIPELINE PARTNERS LP
15193.0,ETF MANAGERS GROUP COMMODITY TR
15194.0,EASTERLY GOVERNMENT PPTYS INC
15195.0,FIDELITY COVINGTON TRUST
15196.0,GREAT AJAX CORP
15197.0,GREENHAVEN COAL INDEX FD
15197.0,WISDOMTREE TRUST
15198.0,INVITAE CORP
15199.0,LATTICE STRATEGIES TRUST
15200.0,LATTICE STRATEGIES TRUST
15201.0,LATTICE STRATEGIES TRUST
15202.0,VULCAN DETINNING CO
15202.0,VULCAN MATERIALS CO
15203.0,ARTS WAY MANUFACTURING INC
15204.0,PROSHARES TRUST
15205.0,PROSHARES TRUST
15206.0,PROSHARES TRUST
15207.0,PROSHARES TRUST
15208.0,PROSHARES TRUST
15209.0,PROSHARES TRUST
15210.0,WABASH RY CO
15211.0,ARVIDA CORP
15212.0,REVENUESHARES E T F TRUST
15212.0,OPPENHEIMER REVENUE WGTD ETF TR
15213.0,SSGA ACTIVE TRUST
15214.0,SPDR SERIES TRUST
15215.0,VOLITIONRX LTD
15216.0,XENIA HOTELS & RESORTS INC
15217.0,AVENUE FINANCIAL HOLDINGS INC
15218.0,BELLEROPHON THERAPEUTICS INC
15219.0,CONTRAVIR PHARMACEUTICALS INC
15220.0,INOVALON HOLDINGS INC
15221.0,INOTEK PHARMACEUTICALS CORP
15221.0,ROCKET PHARMACEUTICALS INC
15222.0,LION BIOTECHNOLOGIES INC
15222.0,IOVANCE BIOTHERAPEUTICS INC
15223.0,MEDOVEX CORP
15224.0,NEXVET BIOPHARMA PLC
15225.0,OCATA THERAPEUTICS INC
15226.0,PACIFIC DATAVISION INC
15226.0,PDVWIRELESS INC
15227.0,ETFIS SERIES TRUST I
15228.0,JOURNAL MEDIA GROUP INC
15229.0,MURRAY BODY CORP
15229.0,MURRAY CORP AMER
15229.0,WALLACE MURRAY CORP
15230.0,ANDERSON STOKES INC
15230.0,ASCO LTD
15231.0,NEXPOINT RESIDENTIAL TRUST INC
15232.0,ALPS E T F TRUST
15233.0,C S O P ETF TRUST
15234.0,D B X ETF TRUST
15235.0,D B X ETF TRUST
15236.0,D B X ETF TRUST
15237.0,WALWORTH COMPANY
15238.0,ASEA AB
15238.0,A B B AB
15239.0,DIREXION SHARES E T F TRUST
15240.0,DIREXION SHARES E T F TRUST
15241.0,DIREXION SHARES E T F TRUST
15242.0,FRANKLIN FINANCIAL NETWORK INC
15243.0,GLOBAL X FUNDS
15244.0,GOLDMAN SACHS B D C INC
15245.0,WARD BAKING CORP
15245.0,WARD BAKING CO
15246.0,ASHTON TATE
15247.0,INDEXIQ E T F TRUST
15248.0,INDEXIQ E T F TRUST
15249.0,ISHARES TRUST
15250.0,ISHARES TRUST
15251.0,ISHARES TRUST
15252.0,ISHARES TRUST
15253.0,MARTIN PARRY CORP
15253.0,WARD INDS CORP
15254.0,ASPEN EXPLORATION CORP
15254.0,ENSERVCO CORP
15255.0,ISHARES TRUST
15256.0,ISHARES TRUST
15257.0,ISHARES TRUST
15258.0,ISHARES TRUST
15259.0,JERNIGAN CAPITAL INC
15260.0,LATTICE STRATEGIES TRUST
15261.0,EUREKA VACUUM CLEANER CO
15261.0,EUREKA WILLIAMS CORP
15261.0,WARDELL CORP
15262.0,ASPEN RIBBON INC
15262.0,ASPEN IMAGING INTERNATIONAL INC
15263.0,MAXPOINT INTERACTIVE INC
15264.0,SUMMIT MATERIALS INC
15265.0,WISDOMTREE TRUST
15266.0,BARINGTON HILCO ACQUISITION COR
15267.0,CALAMOS DYNAMIC CONV & INCOME F
15268.0,CHECK CAP LTD
15269.0,CELLECTIS S A
15270.0,NATIONAL COMMERCE CORP
15271.0,QUINPARIO ACQUISITION CORP 2
15271.0,EXELA TECHNOLOGIES INC
15272.0,SOLAREDGE TECHNOLOGIES INC
15273.0,SOLAR3D INC
15273.0,SUNWORKS INC
15274.0,SUMMIT THERAPEUTICS PLC
15275.0,GLOBAL X FUNDS
15276.0,STEADYMED LTD
15277.0,TANTECH HOLDINGS LTD
15278.0,PARAMOUNT GOLD NEVADA CORP
15279.0,COMMS SALES & LEASING INC
15279.0,UNITI GROUP INC
15280.0,ATLANTIC ALLIANCE PARTNERS CORP
15281.0,GLOBAL X FUNDS
15282.0,ADURO BIOTECH INC
15283.0,APIGEE CORP
15284.0,BLUEPRINT MEDICINES CORP
15285.0,CARBYLAN THERAPEUTICS INC
15285.0,KALVISTA PHARMACEUTICALS INC
15286.0,CIDARA THERAPEUTICS INC
15287.0,CORBUS PHARMACEUTICALS HLD INC
15288.0,WARREN BROS CO
15289.0,ASPEN SKIING CORP
15290.0,ECO STIM ENERGY INC
15291.0,ETSY INC
15292.0,FINTECH ACQUISITION CORP
15292.0,CARDCONNECT CORP
15293.0,HARMONY MERGER CORP
15293.0,NEXTDECADE CORP
15294.0,KEMPHARM INC
15295.0,KORNIT DIGITAL LTD
15296.0,WELLS FARGO & CO
15297.0,INVIVO THERAPEUTICS HLDS CORP
15298.0,SIGNATURE GROUP HOLDINGS INC
15298.0,REAL INDUSTRY INC
15299.0,E T F SERIES SOLUTIONS
15300.0,ETF SERIES TRUST
15300.0,RECON CAPITAL SERIES TRUST
15301.0,VIDEOCON D2H LTD
15302.0,VIRTU FINANCIAL INC
15303.0,VIKING THERAPEUTICS INC
15304.0,WOWO LIMITED
15304.0,J M U LIMITED
15305.0,XBIOTECH INC
15306.0,ACADEMY FUNDS TRUST
15306.0,INNOVATOR E T F S TRUST
15307.0,D B X ETF TRUST
15308.0,D B X ETF TRUST
15309.0,WEST PENN CO
15310.0,CAMBRIDGE FUND INC
15310.0,ASSET INVESTORS FUND INC
15311.0,DIREXION SHARES E T F TRUST
15312.0,E T F SERIES SOLUTIONS
15313.0,ENVIVA PARTNERS LP
15314.0,GLOBAL X FUNDS
15315.0,GODADDY INC
15316.0,ISHARES TRUST
15317.0,WESTERN MARYLAND RY CO
15318.0,ASSOCIATED BANC CORP
15319.0,ISHARES TRUST
15320.0,ISHARES TRUST
15321.0,ISHARES TRUST
15322.0,ISHARES TRUST
15323.0,NATIONAL STORAGE AFFILIATES TR
15324.0,NOBILIS HEALTH CORP
15325.0,WESTERN UNION TELEGRAPH CO
15325.0,WESTERN UNION CORP
15325.0,WESTERN UNION CORP NEW
15325.0,NEW VALLEY CORP
15326.0,ASSOCIATED COCA COLA BOTTLING
15327.0,PARTY CITY HOLDCO INC
15328.0,POWERSHARES E T F TRUST II
15328.0,INVESCO E T F TRUST II
15329.0,SPDR SERIES TRUST
15330.0,WISDOMTREE TRUST
15331.0,INTERNATIONAL GAME TECH PLC
15332.0,N R G YIELD INC
15332.0,CLEARWAY ENERGY INC
15333.0,WESTERN PAC RR CORP
15334.0,ASSOCIATED COMMUNICATIONS CORP
15335.0,TALEN ENERGY CORP
15336.0,FIRSTSERVICE CORP NEW
15337.0,ALLIANZGI DIV INC & CON FD
15338.0,APPLE HOSPITALITY REIT INC
15339.0,BLACK KNIGHT FINANCIAL SRVCS IN
15340.0,BLACK STONE MINERALS LP
15341.0,WESTINGHOUSE AIR BRAKE CO
15342.0,ASSOCIATED COMMUNICATIONS CORP
15343.0,COMMUNITY HEALTHCARE TR INC
15344.0,CORINDUS VASCULAR ROBOTICS INC
15345.0,DIREXION SHARES E T F TRUST
15346.0,DIREXION SHARES E T F TRUST
15347.0,DIREXION SHARES E T F TRUST
15348.0,DIREXION SHARES E T F TRUST
15349.0,E Q T GP HOLDINGS LP
15349.0,E Q G P HOLDINGS LP
15350.0,E T F SERIES SOLUTIONS
15351.0,FORTRESS TRANS AND INFR INV LLC
15352.0,GLOBAL X FUNDS
15353.0,GLOBAL X FUNDS
15354.0,GLOBAL X FUNDS
15355.0,GLOBAL X FUNDS
15356.0,POWERSHARES E T F TRUST II
15357.0,PRESS GANEY HOLDINGS INC
15358.0,SHOPIFY INC
15359.0,TALLGRASS ENERGY GP LP
15359.0,TALLGRASS ENERGY LP
15360.0,WISDOMTREE TRUST
15361.0,ADAPTIMMUNE THERAPEUTICS PLC
15362.0,AROWANA INC
15363.0,BOJANGLES INC
15364.0,BIONDVAX PHARMACEUTICALS LTD
15365.0,BAOZUN INC
15366.0,ELKHORN E T F TRUST
15367.0,CODE REBEL CORP
15368.0,WESTINGHOUSE ELECTRIC & MFG CO
15368.0,WESTINGHOUSE ELECTRIC CORP
15368.0,C B S CORP
15369.0,ASSOCIATED COMPANIES INC
15370.0,COLUCID PHARMACEUTICALS INC
15371.0,COLLEGIUM PHARMACEUTICAL INC
15372.0,FENIX PARTS INC
15373.0,GALAPAGOS NV
15374.0,HTG MOLECULAR DIAGNOSTICS INC
15375.0,JAGUAR ANIMAL HEALTH INC
15375.0,JAGUAR HEALTH INC
15376.0,WESTON ELECTRICAL INSTR CORP
15377.0,ASSOCIATED TRUCK LINES INC
15377.0,ASSOCIATED FREIGHTWAYS INC
15378.0,ATYR PHARMA INC
15379.0,MEDIGUS LTD
15380.0,ONCOSEC MEDICAL INC
15381.0,OPGEN INC
15382.0,ARCADIA BIOSCIENCES INC
15383.0,ONE GROUP HOSPITALITY INC
15384.0,WHEELING & LAKE ERIE RY CO
15385.0,ASSOCIATED HOSTS INC
15386.0,TILL CAPITAL LTD
15387.0,ACCUSHARES COMMODITIES TR I
15387.0,ACCUSHARES TRUST I
15388.0,ACCUSHARES COMMODITIES TR I
15388.0,ACCUSHARES TRUST I
15389.0,GLOBAL X FUNDS
15390.0,FITBIT INC
15391.0,GANNETT CO INC NEW
15392.0,WHITE EAGLE OIL & REFNG CO
15393.0,ASSOCIATED MEDICAL DEVICES INC
15394.0,MAJESCO
15395.0,CABLE ONE INC
15396.0,BABCOCK & WILCOX ENTERPRISES IN
15397.0,TOPBUILD CORP
15398.0,CHEMOURS CO
15399.0,HORIZON GLOBAL CORP
15400.0,ENERGIZER HOLDINGS INC NEW
15401.0,BAXALTA INC
15402.0,LIBERTY GLOBAL PLC
15403.0,LIBERTY GLOBAL PLC
15404.0,COLUMBIA PIPELINE GROUP INC
15405.0,WHITE ROCK MINERAL SPRINGS CO
15405.0,WISCONSIN MINERAL SPRINGS CO
15406.0,ASTOR HANDPRINTS INC
15407.0,SEASPINE HOLDINGS CORP
15408.0,KRAFT HEINZ CO
15409.0,ALARMCOM HOLDINS INC
15410.0,APPFOLIO INC
15411.0,AMAYA INC
15411.0,STARS GROUP INC
15412.0,BIOTIE THERAPIES CORP
15413.0,WICKWIRE SPENCER STL CO
15414.0,ASTRADYNE COMPUTER INDS INC
15415.0,8POINT3 ENERGY PARTNERS LP
15416.0,CATABASIS PHARMACEUTICALS INC
15417.0,CEMTREX INC
15418.0,CONCORDIA HEALTHCARE CORP
15418.0,CONCORDIA INTERNATIONAL CORP
15419.0,CELYAD SA
15420.0,CYNAPSUS THERAPEUTICS INC
15421.0,WILLYS OVERLAND CO
15422.0,ASTRO MEDICAL INC
15423.0,DELTA TECHNOLOGY HOLDINGS LTD
15424.0,D H X MEDIA LTD
15425.0,DAVIDSTEA INC
15426.0,FOGO DE CHAO INC
15427.0,GREEN PLAINS PARTNERS LP
15428.0,INVUITY INC
15429.0,LANTHEUS HOLDINGS INC
15430.0,MINDBODY INC
15431.0,SERES THERAPEUTICS INC
15432.0,NIVALIS THERAPEUTICS INC
15432.0,ALPINE IMMUNE SCIENCES INC
15433.0,PIERIS PHARMACEUTICALS INC
15434.0,PENNTEX MIDSTREAM PARTNERS LP
15435.0,PEOPLES UTAH BANCORP
15436.0,RITTER PHARMECEUTICALS INC
15436.0,RITTER PHARMACEUTICALS INC
15437.0,ETFIS SERIES TRUST I
15438.0,PROSHARES TRUST
15439.0,WISDOMTREE TRUST
15440.0,WINGSTOP INC
15441.0,YULONG ECOMATERIALS LTD
15442.0,PROSHARES TRUST
15443.0,BIOPHARMX CORP
15444.0,D B X ETF TRUST
15445.0,DIREXION SHARES E T F TRUST
15446.0,DIREXION SHARES E T F TRUST
15447.0,DIREXION SHARES E T F TRUST
15448.0,WILSON & CO INC
15449.0,ASTROCOM CORP
15450.0,EAGLE GROWTH & INCOME OPP FD
15451.0,ENDOCHOICE HOLDINGS INC
15452.0,EVOLENT HEALTH INC
15453.0,EXCHANGE TRADED CONCEPTS TR
15454.0,GLAUKOS CORP
15455.0,GLOBAL NET LEASE INC
15456.0,WOOLWORTH F W CO
15456.0,WOOLWORTH CORP
15456.0,VENATOR GROUP INC
15456.0,FOOT LOCKER INC
15457.0,ASTRONICS CORP
15458.0,HIGHLAND FUNDS I
15459.0,HIGHLAND FUNDS I
15460.0,HIGHLAND FUNDS I
15461.0,ISHARES TRUST
15462.0,ISHARES TRUST
15463.0,MARKET VECTORS E T F TRUST
15463.0,VANECK VECTORS E T F TRUST
15464.0,WORTHINGTON PUMP & MACHY CO
15464.0,WORTHINGTON CORP
15465.0,ASTROSYSTEMS INC
15466.0,MILACRON HOLDINGS CORP
15467.0,MONTAGE MANAGERS TRUST
15468.0,PROSHARES TRUST
15469.0,PROSHARES TRUST
15470.0,PROSHARES TRUST
15471.0,PROSHARES TRUST
15472.0,WRIGLEY WILLIAM JR CO
15472.0,WRIGLEY CORP
15473.0,ATCOR INC
15474.0,PROSHARES TRUST
15475.0,PROSHARES TRUST
15476.0,SPDR INDEX SHARES FUNDS
15477.0,TEKLA WORLD HEALTHCARE FUND
15478.0,TRANSUNION
15479.0,TRIMTABS ETF TRUST
15480.0,YALE & TOWNE MFG CO
15481.0,ATHENA COMMUNICATIONS CORP
15482.0,UNIVAR INC
15483.0,WISDOMTREE TRUST
15484.0,WISDOMTREE TRUST
15485.0,XACTLY CORP
15486.0,AXOVANT SCIENCES LTD
15487.0,GENER8 MARITIME INC
15488.0,PAYPAL HOLDINGS INC
15489.0,BARNES & NOBLE EDUCATION INC
15490.0,LUMENTUM HOLDINGS INC
15491.0,AETHLON MEDICAL INC
15492.0,GLOBAL X FUNDS
15493.0,AQUA METALS INC
15494.0,BLUE BUFFALO PET PRODUCTS INC
15495.0,COMPASS E M P FUNDS
15495.0,VICTORY PORTFOLIOS II
15496.0,CONFORMIS INC
15497.0,CHIASMA INC
15498.0,FIRST TRUST E T F II
15499.0,YOUNGSTOWN SHEET & TUBE CO
15500.0,ATHENS FEDERAL SAVINGS BANK GA
15501.0,CHANDLER CLEVELAND MTRS CORP
15502.0,ATHEY PRODUCTS CORP
15503.0,COMPASS E M P FUNDS
15503.0,VICTORY PORTFOLIOS II
15504.0,COMPASS E M P FUNDS
15504.0,VICTORY PORTFOLIOS II
15505.0,COMMERCE UNION BANCSHARES INC
15505.0,RELIANT BANCORP INC
15506.0,CRYOPORT INC
15507.0,PRONAI THERAPEUTICS INC
15507.0,SIERRA ONCOLOGY INC
15508.0,ESSA PHARMA INC
15509.0,EQUITABLE FINANCIAL CORP
15510.0,EYEGATE PHARMACEUTICALS INC
15514.0,FIRST COMMUNITY FINL PTNRS INC
15523.0,TERRAFORM GLOBAL INC
15525.0,GP INVESTMENTS ACQUISITION CORP
15525.0,RIMINI STREET INC
15526.0,HAILIANG EDUCATION GROUP INC
15527.0,LIVE OAK BANCSHARES
15528.0,COMMERCIAL SOLVENTS CORP
15529.0,ATICO FINANCIAL CORP
15530.0,M C B C HOLDINGS INC
15530.0,MASTERCRAFT BOAT HOLDINGS INC
15531.0,NEOS THERAPEUTICS INC
15532.0,N I I HOLDINGS INC
15533.0,NANTKWEST INC
15534.0,NATERA INC
15535.0,OLLIES BARGAIN OUTLET HLD INC
15536.0,ISLAND CREEK COAL CO
15537.0,ATLAN TOL INDS INC
15537.0,ASTRO MEDICAL INC NEW
15537.0,ASTRONOVA INC
15538.0,PERSHING GOLD CORP
15539.0,PROVIDENT BANCORP INC
15540.0,B RILEY FINANCIAL INC
15541.0,RAPID7 INC
15542.0,V T V THERAPEUTICS INC
15543.0,XCEL BRANDS INC
15544.0,MCCRORY STORES CORP
15544.0,MCCRORY MCLELLAN STORES CORP
15544.0,MCCRORY CORP
15545.0,ATLANTA EXPRESS AIRL CORP
15546.0,ZILLOW GROUP INC
15547.0,ALPS E T F TRUST
15548.0,ALPS E T F TRUST
15549.0,ALPS E T F TRUST
15550.0,C N X COAL RESOURCES LP
15550.0,CONSOL COAL RESOURCES LP
15551.0,EXCHANGE LISTED FUNDS TRUST
15552.0,MILLER RUBR CO
15553.0,ATLANTA GAS LIGHT CO
15553.0,A G L RESOURCES INC
15554.0,EXCHANGE LISTED FUNDS TRUST
15555.0,FACTORSHARES TRUST
15555.0,E T F MANAGERS TRUST
15556.0,FACTORSHARES TRUST
15556.0,E T F MANAGERS TRUST
15557.0,F Q F TRUST
15558.0,INDEXIQ E T F TRUST
15559.0,INDEXIQ E T F TRUST
15560.0,AMERICAN HIDE & LEATHER CO
15560.0,GENERAL AMERICAN INDUSTRIES INC
15560.0,TANDY CORP
15560.0,RADIOSHACK CORP
15561.0,ATLANTA LA SALLE CORP
15562.0,INDEXIQ E T F TRUST
15563.0,ISHARES U S ETF TRUST
15564.0,ISHARES U S ETF TRUST
15565.0,ISHARES TRUST
15566.0,ISHARES TRUST
15567.0,ISHARES TRUST
15568.0,ISHARES TRUST
15569.0,ISHARES TRUST
15570.0,ISHARES TRUST
15571.0,ISHARES TRUST
15572.0,ISHARES TRUST
15573.0,ISHARES TRUST
15574.0,ISHARES TRUST
15575.0,ISHARES TRUST
15576.0,ISHARES TRUST
15577.0,JUPAI HOLDINGS LIMITED
15578.0,MARKET VECTORS E T F TRUST
15578.0,VANECK VECTORS E T F TRUST
15579.0,INTERCONTINENTAL RUBBER CO
15579.0,TEXAS INSTRUMENTS INC
15580.0,ATLANTIC AMERICAN CORP
15581.0,NUVEEN HIGH INC 2020 TRGT TM FD
15582.0,OOMA INC
15583.0,PRINCIPAL EXCHANGE TRADED FUNDS
15584.0,SERITAGE GROWTH PROPERTIES
15585.0,TELADOC INC
15585.0,TELADOC HEALTH INC
15586.0,TIER REIT INC
15587.0,THOMPSON JOHN R CO
15588.0,ATLANTIC BANCORPORATION
15590.0,UNIQUE FABRICATING INC
15591.0,WISDOMTREE TRUST
15592.0,WISDOMTREE TRUST
15593.0,WISDOMTREE TRUST
15594.0,WISDOMTREE TRUST
15595.0,VICK CHEM CO OLD
15596.0,ATLANTIC CONTROL SYSTEMS INC
15597.0,GENCO SHIPPING & TRADING LTD
15598.0,CARE CAPITAL PROPERTIES INC
15599.0,AMPLIFY SNACK BRANDS INC
15600.0,D B X ETF TRUST
15601.0,D B X ETF TRUST
15602.0,D B X ETF TRUST
15603.0,D B X ETF TRUST
15604.0,D B X ETF TRUST
15605.0,D B X ETF TRUST
15606.0,D B X ETF TRUST
15607.0,D B X ETF TRUST
15608.0,EISENLOHR BROS INC
15608.0,WEBSTER EISENLOHR INC
15608.0,WEBSTER TOB CO
15608.0,WEBSTER INVT CO
15609.0,ATLANTIC DEPARTMENT STORES INC
15610.0,D B X ETF TRUST
15611.0,D B X ETF TRUST
15612.0,DIREXION SHARES E T F TRUST
15613.0,DIREXION SHARES E T F TRUST
15614.0,DIREXION SHARES E T F TRUST
15615.0,DIREXION SHARES E T F TRUST
15616.0,ALLIANCE REALTY CO
15617.0,ATLANTIC FED SVGS & LN ASSN FL
15617.0,BANKATLANTIC FEDERAL SVGS BK FL
15617.0,BANKATLANTIC BANCORP INC
15618.0,ETFIS SERIES TRUST I
15619.0,F Q F TRUST
15620.0,F Q F TRUST
15621.0,F Q F TRUST
15622.0,F Q F TRUST
15623.0,HOULIHAN LOKEY INC
15624.0,AMERADA CORP
15624.0,AMERADA PETROLEUM CORP
15625.0,ATLANTIC FINANCIAL FEDERAL
15626.0,MARKET VECTORS E T F TRUST
15626.0,VANECK VECTORS E T F TRUST
15627.0,PLANET FITNESS INC
15628.0,RYDEX E T F TRUST
15629.0,VANGUARD MUNICIPAL BOND FUNDS
15630.0,AIMMUNE THERAPEUTICS INC
15631.0,BENITEC BIOPHARMA LIMITED
15632.0,DETROIT & MACKINAC RY
15633.0,ATLANTIC INDUSTRIES INC
15634.0,COMPASS E M P FUNDS
15634.0,VICTORY PORTFOLIOS II
15635.0,COMPASS E M P FUNDS
15635.0,VICTORY PORTFOLIOS II
15636.0,CONIFER HOLDINGS INC
15637.0,ELECTRUM SPECIAL ACQUISITION CO
15638.0,GLOBAL BLOOD THERAPEUTICS INC
15639.0,GLOBAL PARTNER ACQUISITION CORP
15639.0,PURPLE INNOVATION INC
15640.0,HOCKING VALLEY RY CO
15641.0,ATLANTIC OIL CORP
15642.0,INTEC PHARMA LTD
15643.0,SUNRUN INC
15644.0,S I T O MOBILE LTD
15645.0,SKYLINE MEDICAL INC
15645.0,PRECISION THERAPEUTICS INC
15646.0,ZYNERBA PHARMACEUTICALS INC
15647.0,S P X FLOW INC
15648.0,J ALEXANDERS HOLDINGS INC
15649.0,MADISON SQUARE GARDEN CO NEW
15650.0,P J T PARTNERS INC
15651.0,C S W INDUSTRIAL INC
15652.0,EASTERLY ACQUISITION CORP
15653.0,GYRODYNE LLC
15654.0,HENNESSY CAPITAL ACQN CORP II
15654.0,DASEKE INC
15655.0,FLEXSHARES TRUST
15656.0,NABRIVA THERAPEUTICS AG
15657.0,FLEXSHARES TRUST
15658.0,REGENXBIO INC
15659.0,UNION CARBIDE & CARBON CORP
15659.0,UNION CARBIDE CORP
15659.0,UNION CARBIDE CORP HOLDING CO
15660.0,ATLANTIC PEPSI COLA BOTTLING
15662.0,STAFFING 360 SOLUTIONS INC
15663.0,ETFIS SERIES TRUST I
15664.0,J M GLOBAL HOLDING CO
15664.0,T M S R HOLDING COMPANY LTD
15665.0,C R H MEDICAL CORP
15666.0,CAMBRIA E T F TRUST
15667.0,AMERICAN HOME PRODUCTS CORP
15667.0,WYETH
15668.0,ATLANTIC PERMANENT FED S & L AS
15668.0,ATLANTIC PERMANENT SVGS BK FSB
15669.0,DIREXION SHARES E T F TRUST
15670.0,DIREXION SHARES E T F TRUST
15671.0,DIREXION SHARES E T F TRUST
15672.0,DIREXION SHARES E T F TRUST
15673.0,E G A EMERGING GLOBAL SHARES TR
15673.0,COLUMBIA E T F TRUST II
15674.0,FIRST TR DYNAMIC EURO EQ INC FD
15675.0,CONGRESS CIGAR INC
15676.0,ATLANTIC RESEARCH CORP
15677.0,GOLDMAN SACHS E T F TRUST
15678.0,GOLDMAN SACHS E T F TRUST
15679.0,INDEXIQ E T F TRUST
15680.0,ISHARES TRUST
15681.0,ISHARES TRUST
15682.0,ISHARES TRUST
15683.0,ELECTRIC REFRIG CORP
15683.0,KELVINATOR CORP
15684.0,ATLANTIC SOUTHEAST AIRLS INC
15684.0,ASA HOLDINGS LTD
15685.0,J P MORGAN E T F TRUST
15686.0,JOHN HANCOCK E T F TRUST
15687.0,JOHN HANCOCK E T F TRUST
15688.0,JOHN HANCOCK E T F TRUST
15689.0,JOHN HANCOCK E T F TRUST
15690.0,JOHN HANCOCK E T F TRUST
15691.0,LAMBERT CO
15692.0,ATLANTIC STEEL CO
15693.0,JOHN HANCOCK E T F TRUST
15694.0,PENUMBRA INC
15695.0,PROSHARES TRUST
15696.0,PROSHARES TRUST
15697.0,PROSHARES TRUST
15698.0,PROSHARES TRUST
15699.0,PROSHARES TRUST
15700.0,SPDR INDEX SHARES FUNDS
15701.0,SPDR INDEX SHARES FUNDS
15702.0,LIVANOVA PLC
15703.0,FIRST DATA CORP NEW
15704.0,AMERICAN PWR & LT CO
15705.0,ATLANTIC TELECASTING CORP
15707.0,HEWLETT PACKARD ENTERPRISE CO
15708.0,NORTHSTAR REALTY EUROPE CORP
15709.0,ATLANTIC CAPITAL BANCSHARES INC
15710.0,EXTERRAN CORP
15711.0,AMERICAN FARMLAND COMPANY
15712.0,COLLINS & AIKMAN CO
15712.0,COLLINS & AIKMAN CORP
15713.0,ATLAS HOTELS INC
15714.0,C S O P ETF TRUST
15715.0,C S O P ETF TRUST
15716.0,CLAYMORE E T F TRUST
15717.0,CLAYMORE E T F TRUST
15718.0,D B X ETF TRUST
15719.0,FOUR CORNERS PROPERTY TRUST INC
15720.0,SOUTHERN CALIFORNIA EDISON CO
15720.0,S C E CORP
15720.0,EDISON INTERNATIONAL
15721.0,ATWOOD OCEANICS INC
15722.0,ISHARES TRUST
15723.0,KLONDEX MINES LTD
15724.0,PERFORMANCE FOOD GROUP CO
15725.0,POWERSHARES E T F TRUST II
15725.0,INVESCO E T F TRUST II
15726.0,POWERSHARES E T F TRUST II
15726.0,INVESCO E T F TRUST II
15727.0,POWERSHARES E T F TRUST II
15728.0,POWERSHARES E T F TRUST II
15729.0,PURE STORAGE INC
15730.0,SPDR INDEX SHARES FUNDS
15731.0,SPDR SERIES TRUST
15732.0,SELECT SECTOR SPDR TRUST
15733.0,SELECT SECTOR SPDR TRUST
15734.0,MULTI PACKAGING SOL INTL LTD
15735.0,FERRARI N V
15735.0,FERRARI N V NEW
15739.0,ALBANY PERFORATED WRAPPING PAPE
15739.0,A P W PAPER CO
15739.0,A P W PRODS CO
15739.0,ALLIED ALBANY PAPER CORP
15747.0,BY PRODUCTS COKE CORP
15747.0,INTERLAKE IRON CORP
15747.0,INTERLAKE STL CORP
15747.0,INTERLAKE INC
15747.0,INTERLAKE CORP
15748.0,AULT INC
15755.0,SHATTUCK FRANK G CO
15756.0,GRIGGS EQUIPMENT INC
15763.0,AMERICAN MACH & FDRY CO
15763.0,A M F INC
15764.0,AUSTIN BANCSHARES CORP
15771.0,AMALGAMATED LEATHER COS INC
15772.0,AUSTRON INC
