i,PARENT COMPANY NAME
6690,Grede Holdings LLC
6698,Cornell University
6701,Connecticut Resource Recovery Authority
6702,CHEVRON CORP
6705,Hardin County Fiscal Court
6711,ATLANTIC POWER CORPORATION
6713,"City of Spokane, Washington"
6714,Salem County Improvement Authority (SCIA)
6721,Aladdin Mills Inc
6723,Escambia County Environmental Corporation
6724,City of Edinburg
6726,Airgas Inc
6727,City of Chandler
6728,NORTHWEST ALABAMA GAS DISTRICT
6729,Wasatch Integrated Waste Management District
6730,"Alcoa, Inc"
6731,Air Liquide America Specialty Gases
6732,SunCoke Energy
6735,City of Tifton
6736,"Howard County, Maryland"
6737,Georgia Energy Cooperative 
6741,Elmwood Park Power LLC
6742,Middlesex Utilities Authority
6745,Alliant Energy Coporation
6747,NRG Energy
6750,NorthWestern Corporation
6751,EquiPower Resources Corp. 
6754,TransAlta Centralia Generation LLC
6763,Bicent (California) Power LLC
6764,"Memphis Light, Gas and Water"
6765,Delaware City Refining Company
6768,Emery Oleochemicals LLC
6769,National Grid Holdings 2 LLC
6771,"Lea Power Partners, LLC"
6772,EXXON MOBIL CORPORATION
6775,Elkhart County Landfill
6776,AGC Glass Company North America
6782,Municipality of Anchorage - Solid Waste Servieces
6785,"Potrero Hills Landfill, Inc."
6786,Austin White Lime Company
6820,Cullman Environmental
6822,The State University of New York
6825,"HYUNDAI MOTOR MANUFACTURING ALABAMA, LLC "
6828,Vesco Energy Services LLC
6833,"Sunoco, Inc. (R&M)"
6834,Bunge North America (OPD West) Inc.
6837,"Polartec, LLC"
6847,City of Independence
6858,City of Hutchinson
6861,EquiPower Resources Corp.
6865,NorthWestern Energy Corporation
6866,LOUDON COUNTY SOLID WASTE DISPOSAL COMMISSION
6868,"Cooper River Partners, LLC"
6869,"Fauquier County, Virginia"
6871,Hamblen County Solid Waste System
6875,PUERTO RICO ELECTRIC POWER AUTHORITY
6883,"EnergyTransfer Partners, L.P."
6884,Flathead County Solid Waste
6885,Stanislaus Food Products
6886,GULFPORT ENERGY CORP
6891,"Park Place Development, Inc."
6897,Catoosa County
6906,SABIC Innovative Plastics US LLC
6909,Abbott Hospitals
6910,HP Hood LLC
6911,TARR
6913,"Sycamore Gas, Inc."
6916,North Manchester Ethanol d/b/a POET Biorefining
6917,Plymouth Energy LLC.
6918,"Tyr Energy, Inc. "
6920,Newmont USA Limited
6922,Exxon Mobil Oil Corporation
6924,Arizona State Land Department
6927,Northeast Nebraska Solid Coalition
6929,"Bridgestone Procurement Holdings USA, Inc."
6932,"AG Energy, LP"
6934,Day-Glo Color
6938,"Besse Forest Products, Inc."
6940,Wyoming Sugar Company
6947,UIL Holdings Corporation
6949,"Valley Proteins, Inc"
6952,"Braskem America, Inc."
6954,City of Conroe
6962,Charles City County
6969,Montmorency-Oscoda-Alpena Waste Managemen Authority
6972,County of Montrose
6973,Precision Castparts Corporation
6974,Hess Corproation
6975,Grand Island Utilities Department
6977,Luminant Generation Company
6978,City of Burbank
6980,South Jersey Industries
6981,Fibrek
6982,"PSI Midstream Partners, L.P."
6983,City of Wichita
6995,"T S Landfill, Inc."
6997,"Texas Industries, Inc"
6998,"AlonUSA Energy, Inc."
7000,Chalmette Refining LLC
7006,Forest Preserve District of Dupage county
7008,Gloucester County
7017,Flambeau River Papers LLC
7024,Dicalite Minerals Corp
7027,City of Bakersfield
7036,New River Resource Authority 
7037,"CEMEX, Inc"
7038,Imperial Sugar Co.
7039,Gallia County Commissioners
7043,Ameresco Chicopee LFGTE
7044,"Ziemax, Inc."
7049,"King George County, Virginia"
7052,Lancaster County Solid Waste Management Authority
7057,Republic Industries
7092,Linde LLC
7093,Parkchester South Condominium 
7094,Carestream Health Inc.
7095,Jasa Hill Holding Company
7104,Metro Waste Authority
7108,Summit Ethanol dba POET Biorefining - Leipsic
7109,"Gopher Resource, LLC"
7111,City of Houston
7113,BAXTER INTERNATIONAL INC.
7114,Humbold County Waste Managment Authority
7115,Qualcomm Incorporated
7116,Connacher Oil and Gas
7124,The Southeast Alabama Gas District
7125,"Sunny Farms Landfill, LLC"
7126,NORTHERN CALIFORNIA POWER AGENCY
7128,Muskegon County Department of Public Works
7129,Logansport Municipal Utilities
7130,Pinetree Power Fitchburg
7131,City of Fitchburg
7132,Fortistar Methane Group
7136,Wisconsin Dept. of Administration
7140,Center Ethanol Company LLC
7143,EKA CHEMICALS INC
7146,LSB Chemical Corporation
7150,City of Farmers Branch
7152,VVF Intervest LLC
7154,Raleigh County Solid Waste Authority
7156,Vector Pipeline
7159,Clear Air Force Station - US Air Force
7172,City of Victoria
7173,Yellowstone Energy Limited Partnership
7176,Keymark Corporation
7178,Northeast Missouri Grain LLC dba Poet Biorefining-Macon
7182,City of Mobile Environmental Services Dept.
7184,City of Lacy Lakeview
7191,Solid Waste Authority of Palm Beach County 
7193,King County
7197,"Rockingham County, Virginia"
7198,Elk River Public Utility District
7201,WASTE MANAGEMENT INC
7217,PBF Energy
7220,"Mid-Missouri Energy, LLC"
7221,"Recast Energy, LLC"
7222,WGL Holdings Inc.
7228,Collier County
7234,Lion Oil Company
7237,"Lakeside Energy, LLC"
7239,NLMK Indiana
7242,"Haynes International, Inc."
7247,"Alaska Electric and Energy Cooperative, Inc."
7248,Baldwin County 
7255,Ergon Inc.
7256,"Thermafiber, Inc"
7260,FIRSTENERGY GENERATION CORP
7271,"City of Jacksonville, FL"
7277,"AtlasPipeline Partners, LP"
7282,Arapahoe County
7283,Colmac Clarion
7284,Huntsman International LLC 
7286,City of Harrisonburg Resource Recovery Facility
7294,"Sterling Power Partners, LP"
7295,"Seneca Power Partners, LP"
7298,Suncor Energy (U.S.A.)
7304,Noranda Alumina LLC
7307,LES
7310,Piramal Healthcare
7315,City of Cartersville Gas System
7317,Cedar Falls Municipal Gas Utility
7318,National Cooperative Refining Ass
7324,"MIDWEST GAS COMPANIES, INC"
7331,International Flavors and Fragrances Inc.
7332,"Kaiser Aluminum Fabricated Products, LLC."
7333,Milliken & Company
7335,Clinton County Solid Waste Authority
7336,"TransCanada Energy USA, Inc. "
7340,
7344,"Westex Holdings, LLC"
7349,Northern Tier Solid Waste Authority
7350,Mohawk Fine Papers Inc.
7353,Textron Inc.
7354,CEMEX Inc.
7361,McMinn County Government
7366,"City of Fresno, Department of Public Utilities"
7367,"Boise Paper Holdings, LLC"
7369,True Oil LLC
7372,"GlaxoSmithKline, LLC"
7373,"York County, South Carolina"
7374,Virgin Island Water and Power Authority
7378,"Tharaldson Ethanol Plant I, LLC"
7384,Ebensburg Power Company
7385,"Ergon, Inc."
7388,"BosPower Partners, LLC"
7389,Mohawk Industries Inc
7390,Waste Services of Bluegrass
7391,Taminco Inc
7400,"Allens, Inc."
7407,American Colloid Company
7414,"City of Danville, Virginia"
7415,CITY OF MESA
7419,Orange County Utilities - Solid Waste Division
7420,"ALJ Regional Holdings, Inc."
7425,Wyandotte Municipal Services
7426,Matrix Metals LLC
7433,Air Liquide USA LLC
7436,"Village of Morton, Illinois"
7437,LIVINGSTON COUNTY MICHIGAN
7438,OPTIMA
7441,Paris Henry County Public Utility District
7445,GCC A
7448,FJ Management Inc.
7449,Miami-Dade County Department of Soild Waste Magement
7451,New Jersey Meadowlands Commission
7455,"Felman Production, Inc."
7456,Chemtrade Logistics
7458,"ALLETE, Inc."
7460,City of Cookeville
7464,"Summit Utilities, Inc. "
7466,Canton Drop Forge
7467,World Kitchen LLC
7468,Montefiore Medical Center
7469,New York and Presbyterian Hospitals Inc.
7470,Accuride Corportion
7471,Crisp County Board of Commissioners
7473,NYC- Dept. of Correction
7478,NYC HEALTH & HOSPITALS CORP
7479,NORTHWESTERN ENERGY CORP
7482,Albert Einstein College of Medicine
7483,Hiland Partners LP
7484,"Dynamic Offshore Resources, LLC"
7485,SECCRA 
7486,Los Gatos Tomato Products
7489,Concorde Specialty Gases
7491,City of Redlands Municipal Utilities Department
7492,Joy Global
7493,JOY GLOBAL INC
7494,CARGILL INC
7497,Utilities Board of the City of Atmore
7498,THE DOW CHEMICAL CO
7499,Town of Middleborough
7500,NUSTAR ENERGY LP
7501,Enterprise Products Operating LLC
7502,"OXBOW CARBON & MINERALS HOLDINGS, INC"
7504,PDV HOLDING INC
7505,Northwest Iowa Area Solid Waste Agency
7506,Philips Electronics North American Corp.
7507,VALERO CORP
7508,Trident Seafoods Corporation
7509,SIEMENS CORP
7510,Equitable Oil Purchasing Company
7511,Bucknell University
7512,"City of Decatur and Morgan County, AL"
7513,Norton Environmental Co
7515,NIC HOLDING CORP
7516,MOTIVA ENTERPRISES LLC
7517,World Fuel Services Corporation
7518,Keyera Energy Inc.
7519,Irving Oil Terminals Inc
7521,Ocean Investments Corporation
7522,KAPSTONE PAPER & PACKAGING CORP
7524,"DEVON GAS SERVICES, LP"
7525,"Lenz Sales & Dist., Inc."
7526,Westchester County Department of Environmental Facilities
7527,Hutchinson Technology Inc.
7529,Ervin Industries Inc
7530,"Union Oil & Gas, Inc."
7531,"Lexington Gas System ,City of Lexington Tennessee"
7532,Bethel Utilities Corporation
7533,Consumers Gas Cooperative
7534,"City of Dothan, AL"
7535,"City of Ripley Gas, Water, & Wastewater Department"
7536,Canton Municipal Utilities
7537,North Central Iowa Regional Solid Waste Agency
7538,"Albany Water, Gas and Light Commission"
7539,PITT COUNTY
7540,Habersham County Board of Commissioners
7541,Weber County
7543,"City of Alexandria, LA"
7544,Lackawanna Transport Company
7545,FR&S
7546,City of Lebanon TN
7547,City of Olive Branch 
7548,City of Raleigh
7549,"WEST TEXAS GAS, INC"
7550,Clinton Newberry Natural Gas Authority
7551,Chemoil Corporation
7552,Traxys North America
7553,"Kilbarger Construction, Inc."
7555,"County of Orange, NY"
7556,"County of Bedford, Virginia"
7557,"Maquarie Infrastructure Co, LLC"
7558,Omya Inc.
7559,KTG (USA) Inc.
7560,City of Grey Forest
7561,City of San Antonio
7562,Agri-Mark
7563,"City of Cairo, IL"
7564,"South Coast Gas Co., Inc."
7565,"City of New Albany, MS"
7566,GREKA
7567,Yolo County
7568,Town of Kearny
7569,NW NATURAL
7570,"Kidde Fenwal, Inc."
7571,BKK Corporation
7572,OSAKA GAS ENERGY AMERICA CORP
7574,LACTALIS AMERICAN GROUP
7575,Grand Haven Board fo Light & Power
7576,Lake County
7577,"Haywood County, North Carolina"
7578,Municipality of Yauco
7579,Superior Forge & Steel Corporation
7580,PRECISION CASTPARTS CORP
7581,"Varian Medical Systems, Inc"
7582,Matheson Tri-Gas
7583,Mondy Global LLC
7584,Brooks Automation INC
7585,ICOR INTERNATIONAL INC
7586,Providence Health System Washington Inc
7587,Marion Plywood Corp
7588,SRI International Cogeneration Project
7589,First Continental International (NJ) Inc
7590,Ninhua Group Co Ltd
7591,SAEZ HOLDINGS
3,SAINT-GOBAIN CONTAINERS INC
8,EAGLE MATERIALS INC
9,"St. Lawrence Gas Co., Inc."
10,Santa Rosa Board of County Commissioners
11,CH ENERGY GROUP INC
12,"TYSON FOODS, INC"
15,WESTERN SUGAR COOPERATIVE
18,ASHLAND INC
21,PLACID REFINING CO LLC
23,THE CHILDREN'S HOSPITAL OF PHILADELPHIA
28,"Kraton Polymers U.S., LLC"
29,"VERESEN US POWER, INC"
30,ARCHER DANIELS MIDLAND CO
33,UNIVERSITY OF CINCINNATI
36,ALSTOM INC
38,THE NEWARK GROUP INC
45,"ALLISON TRANSMISSION, INC"
46,BLACK HILLS CORP
49,Sempra U.S Gas & Power
50,TEXAS MEDICAL CENTER CENTRAL HEATING & COOLING SERVICES CORP
52,MINERALS TECHNOLOGIES INC
53,MORGAN STANLEY
60,TRI-STATE GENERATION & TRANSMISSION
62,TEMPLE-INLAND INC
63,CHIEF INDUSTRIES INC
68,"INGOMAR PACKING CO, LLC"
76,CALPINE CORP
77,LOCKHEED MARTIN CORP
78,Corinth Utilities Commission
79,"ESCONDIDO ENERGY CENTER, LLC"
80,"CHULA VISTA ENERGY CENTER, LLC"
82,REPUBLIC STEEL
83,INTEGRYS ENERGY GROUP INC
84,SOUTHERN ILLINOIS UNIVERSITY
88,City of Gainesville / Gainesville Regional Utilities
89,"SEMINOLE ELECTRIC COOPERATIVE, INC"
90,OGLETHORPE POWER CORP
94,HONEYWELL Resins & Chemicals LLC
96,"City of Norwich, CT"
98,MOMENTIVE PERFORMANCE MATERIALS HOLDINGS LLC
99,NATURAL GAS PROCESSING CO
100,AES CORP
105,MARATHON PETROLEUM CO LP
110,"Williams Field Services Group, LLC"
113,AMERICAN ELECTRIC POWER
118,New York Poweer Authority
122,"GENON ENERGY, INC"
125,OTTER TAIL CORP
128,Delaware Municipal Electric Coorporation
134,DIAMOND GENERATING CORP
135,"AL SANDERSVILLE, LLC"
136,"GWF ENERGY, LLC"
137,NEXTERA ENERGY RESOURCES
140,USG CORP
143,St. Croix Valley Natural Gas Company
145,Yates Petroleum Corporation
146,"SONNEBORN, LLC"
147,XCEL ENERGY INC
148,The State of Oklahoma ex rel. the Board of Regents of the University of Oklahoma on behalf of the He
149,BERKSHIRE HATHAWAY
158,AMEREN CORP
159,Clarksdale Public Utilities Commission
160,DUKE ENERGY CORP
161,VECTREN CORP
169,STATE OF INDIANA
173,"Essential Power, LLC"
175,DTE ENERGY CO
181,"SUMMIT UTILITIES, INC"
185,MICHIGAN PUBLIC POWER AGENCY
186,P.H Glatfelter Corporation
193,SOUTH MISSISSIPPI ELECTRIC POWER ASSOC
194,"WASTE CONNECTIONS, INC"
196,"THE INTERNATIONAL GROUP, INC"
197,"EOG RESOURCES, INC"
198,"DENBURY RESOURCES, INC"
199,INTERNATIONAL PAPER CO
205,"Hastings Utilities / City of Hastings, NE"
208,PIPECO LLC
209,GREAT RIVER ENERGY
212,OKALOOSA GAS DISTRICT
216,AMERICAN MUNICIPAL POWER
227,WOLVERINE POWER SUPPLY COOPERATIVE INC
229,Burbank Water and Power
230,CPI USA North Carolina LLC
232,"C/R ENERGY JADE, LLC"
233,Weyerhaeuser NR Co.
234,"DOMTAR PAPER CO, LLC"
235,"REYNOLDS GROUP HOLDINGS, INC"
236,CALYPSO ENERGY HOLDINGS LLC
239,The State of North Carolina
243,PINNACLE WEST CAPITAL CORP
244,SP NEWSPRINT HOLDING LLC
245,SALT RIVER PROJECT
246,LAFARGE NORTH AMERICA INC
251,RC LONESTAR INC
255,AMERICAN BITUMINOUS POWER PARTNERS
256,JAMES RIVER COGENERATION CO
260,PPG INDUSTRIES INC
261,"OPTIM ENERGY, LLC"
262,MEADWESTVACO CORP
267,"CORN PRODUCTS INTERNATIONAL, INC"
272,"STANDARD BINGHAMTON, LLC"
273,J POWER USA DEVELOPMENT CO LTD
276,SOUTHWEST GENERATION OPERATING CO
280,AK STEEL CORP
281,BAYER GROUP
282,KOCH INDUSTRIES INC
283,SCANA CORP
287,THE AES CORP
290,NEBRASKA PUBLIC POWER DISTRICT
291,CONTOURGLOBAL
294,FREEPORT ELECTRIC
295,OCCIDENTAL PETROLEUM CORP
296,LEHIGH HANSON
297,"CCS Mid-Stream Services, LLC"
299,COVANTA HOLDING CORP
300,"Portsmouth Genco, LLC"
302,E I DU PONT DE NEMOURS & CO
310,Resolute FP US Inc.
313,Resolute Forest Products Inc
315,"WELLHEAD POWER GATES, LLC"
318,ALLIANT ENERGY CORP
319,"IPR-GDF Suez North America, Inc"
323,"HAWKEYE ENERGY GREENPORT, LLC"
326,BP America Inc
330,CARDINAL GLASS INDUSTRIES
334,Tate & Lyle Ingredients Americas LLC
335,Marshall County Gas District
336,KOPPERS INC
337,TORAY HOLDING (USA) INC
341,AIR PRODUCTS & CHEMICALS INC
342,LYONDELLBASELL
344,"GREEN PLAINS RENEWABLE ENERGY, INC"
345,BUCKEYE TECHNOLOGIES INC
347,MIDLAND COGENERATION VENTURE
348,Resolute Forest Products
350,MDU RESOURCES GROUP INC
352,MURPHY OIL CORP
353,Sonoco 
354,CYPRESS SEMICONDUCTOR CORP
355,"BONANZA CREEK ENERGY, INC"
358,SANIMAX USA INC
361,GOODRICH CORP
362,SOUTHERN CO
363,City of High Point
375,ABBOTT LABORATORIES
378,GENERAL MOTORS LLC
379,City of Douglas
381,"Biogen Idec, Inc."
382,MECHEL BLUESTONE INC
383,Pursue Energy Corporation
384,Middleborough Gas and  Electric Department
385,"ARROWHEAD PIPELINE, LP"
387,PERFORMANCE FIBERS OPERATIONS INC
390,The State of Ohio
391,Henry County Commissioners
393,AMPCO-PITTSBURGH CORP
395,PROGRESS ENERGY INC
396,NEW NGC INC
399,"Western Plains Energy, LLC"
401,The Regents of the University of Michigan
402,"Graphic Packaging International, Inc. "
403,SEMPRA ENERGY INC
404,LIMA REFINING CO
406,AVENTINE RENEWABLE ENERGY INC
407,WESTERN MINNESOTA MUNICIPAL POWER AGENCY
415,GENERAL ELECTRIC CO (GE CO)
417,City of Colton CA
419,MERCER COUNTY SOLID WASTE AUTHORITY
421,PAPERWORKS INDUSTRIES INC
422,"SP Newsprint Co., LLC"
423,POLLUTION CONTROL FINANCING AUTHORITY
425,DYNEGY INC
426,WPPI ENERGY
433,Malteurop North America Inc.
434,Malteurop North America Inc
436,UAMPS
438,NEWMONT USA LTD
440,City of Ames
441,GREAT PLAINS ENERGY INC
448,J Power
449,SOUTHERN CALIFORNIA PUBLIC POWER AUTHORITY
453,Riverbay Corp-Co-Op City
462,YOAKUM ELECTRIC GENERATING COOPERATIVE
463,City of Riverside Public Utility
464,DIRECT ENERGY LP
466,"USA United Suppliers of America, Inc."
468,"Solid Waste Division, City of Billings, Montana"
469,"Sandoval County, NM"
470,"COMMUNITY NATURAL GAS CO, INC"
471,"Galey & Lord, LLC"
473,ReEnergy Black River LLC
477,ROSEVILLE ELECTRIC
483,UNISOURCE ENERGY CORP
488,"Central Power and Lime, LLC"
492,CENTRAL IOWA POWER COOPERATIVE
494,PADUCAH POWER SYSTEM
503,NELSON INDUSTRIAL STEAM CO
510,"Douglas County, Nebraska"
511,Team Ten LLC
515,Terrebonne Parish Consolidated Government
516,"EAST TEXAS ELECTRIC COOPERATIVE, INC"
536,LOWER COLORADO RIVER AUTHORITY
541,"EIF PANOCHE, LLC"
544,J-POWER USA
545,Atlantic Power (US) GP
548,RG Steel LLC
550,Bayonne Energy Center
551,UNIVERSITY OF CALIFORNIA
553,"EL CAJON ENERGY, LP"
560,CONSOLIDATED EDISON INC
562,CPS ENERGY
563,ENTERGY CORP
566,"Rupert Holdings, LLC"
567,"Glenns Ferry Holding, LLC"
569,"MAYFLOWER ENERGY PARTNERS, LLC"
589,EXIDE TECHNOLOGIES
591,SID RICHARDSON CARBON & ENERGY CO
594,CONAGRA FOODS INC
608,NORTHEAST MARYLAND WASTE DISPOSAL AUTHORITY
609,Simpson Lumber Company LLC
610,"HONEYWELL INTERNATIONAL, INC"
617,TITAN AMERICA LLC
620,ALCOA INC
623,BOEING CO
626,"City of Kingman, KS"
644,BRAINTREE ELECTRIC LIGHT DEPARTMENT
661,LANSING BOARD OF WATER & LIGHT
686,SOLUTIA INC
688,WEITRON INC
689,City Utilities of Springfield
690,STEEL DYNAMICS INC
691,ASSOCIATED ELECTRIC COOPERATIVE INC
696,PPL CORP
698,"City if Fremont, NE"
702,NORTHEAST UTILITIES
704,"RC CAPE MAY HOLDINGS, LLC"
713,PUBLIC SERVICE ENTERPRISE GROUP INC
727,Navy
736,NATIONAL GRID USA INC
751,Canyon County
758,"PIRAMAL GLASS USA, INC"
763,M&G FINANZIARIA INDUSTRIALE SPA
770,NORTHERN INDIANA PUBLIC SERVICE CO
771,Entegra Power Group
774,"FUEL MANAGERS, INC"
777,"TOTAL PETROCHEMICALS USA, INC"
781,"LS POWER, LLC"
782,EFFINGHAM COUNTY POWER LLC
783,"Calhoun Power Company, LLC"
785,"Northern Star Generation, L.L.C."
813,BASIN ELECTRIC
814,MINNKOTA POWER COOPERATIVE INC
